Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
"Table 11.1-1. Key Federal and Provincial Regulations, Legislation, and Policy Relevant to the Air and Greenhouse Gas Emissions Assessment for the Project",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",228,1.0,9980785,362,1,,Table
"Table 11.1-2. Ambient Air Quality Objectives and Standards in Manitoba, Saskatchewan, and Canada",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",228,2.0,9980785,362,1,,Table
"Table 11.1-2. Ambient Air Quality Objectives and Standards in Manitoba, Saskatchewan, and Canada",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",229,1.0,9980785,362,1,,Table
"Table 11.1-3. Project Activities, Effect Pathways, and Indicators for Air and Greenhouse Gas Emissions",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",230,1.0,9980785,362,1,,Table
Table 11.1-4. Spatial Boundaries for Air and GHG Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",231,1.0,9980785,362,1,,Table
Table 11.2-1. Regional Background Concentrations of Criteria Air Contaminants,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",232,1.0,9980785,362,1,,Table
Table 11.2-1. Regional Background Concentrations of Criteria Air Contaminants,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",233,1.0,9980785,362,1,,Table
Table 11.2-2. Summary of Jurisdictional Greenhouse Gas Inventories,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",234,1.0,9980785,362,1,,Table
Table 11.3-1. Project Interactions for Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",234,2.0,9980785,362,1,,Table
Table 11.3-1. Project Interactions for Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",235,1.0,9980785,362,1,,Table
Table 11.4-1. Key Mitigation Measures for Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",235,2.0,9980785,362,1,,Table
Table 11.4-1. Key Mitigation Measures for Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",236,1.0,9980785,362,1,,Table
Table 11.4-1. Key Mitigation Measures for Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",237,1.0,9980785,362,1,,Table
Table 11.6-1. Estimates of Greenhouse Gas Emissions from Project Construction Activities,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",239,1.0,9980785,362,1,,Table
Table 11.6-2. Estimates of Greenhouse Gas Emissions from Project Operation Activities,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",239,2.0,9980785,362,1,,Table
"Table 11.6-3. Comparison of Estimated Greenhouse Gas Emissions from the Project to Canada, Manitoba, Saskatchewan, and Canadian Sector Greenhouse Gas Emission Totals in 2019 and to Canada Greenhouse Gas Emission Reduction Target",Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",240,1.0,9980785,362,1,,Table
Table 11.6-4. Project Residual Effects of Air and Greenhouse Gas Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",241,1.0,9980785,362,1,,Table
Table 11.7-1. Interactions with Potential to Contribute to Cumulative Effects of Air Emissions,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",242,1.0,9980785,362,1,,Table
